rater_id,reference_title,soft_attribute,less_than,about_as,more_than
2,Toy Story (1995),crazy gore,,"[""Mrs. Doubtfire (1993)"",""Willy Wonka & the Chocolate Factory (1971)""]","[""Independence Day (a.k.a. ID4) (1996)"",""Die Hard (1988)"",""True Lies (1994)"",""The Rock (1996)"",""Chicken Run (2000)"",""X2: X-Men United (2003)"",""Ace Ventura: Pet Detective (1994)""]"
2,Species (1995),dense,"[""The Mask (1994)"",""American Pie (1999)""]","[""The Lost World: Jurassic Park (1997)""]","[""The Matrix Reloaded (2003)"",""Erin Brockovich (2000)""]"
2,Forrest Gump (1994),documentary style,"[""The Lion King (1994)"",""E.T. the Extra-Terrestrial (1982)"",""Spider-Man (2002)"",""The Mask (1994)"",""Batman Forever (1995)""]","[""Mrs. Doubtfire (1993)"",""Grease (1978)"",""Braveheart (1995)""]","[""Twister (1996)"",""Titanic (1997)""]"
2,E.T. the Extra-Terrestrial (1982),dramatic,"[""Monsters, Inc. (2001)"",""The Terminator (1984)"",""Liar Liar (1997)"",""Mission: Impossible (1996)""]","[""Grease (1978)"",""Inception (2010)""]","[""Toy Story (1995)"",""Twister (1996)""]"
2,"Monsters, Inc. (2001)",dynamic,"[""Meet the Parents (2000)""]","[""Beauty and the Beast (1991)"",""The Nightmare Before Christmas (1993)""]","[""Who Framed Roger Rabbit? (1988)"",""The Fifth Element (1997)""]"
2,The Lost World: Jurassic Park (1997),entertaining,"[""Austin Powers: The Spy Who Shagged Me (1999)"",""Kill Bill: Vol. 1 (2003)"",""Happy Gilmore (1996)""]","[""Jumanji (1995)"",""Liar Liar (1997)"",""Die Hard: With a Vengeance (1995)""]","[""Terminator 2: Judgment Day (1991)"",""Independence Day (a.k.a. ID4) (1996)"",""Monsters, Inc. (2001)"",""Honey, I Shrunk the Kids (1989)""]"
2,Terminator 2: Judgment Day (1991),exaggerated,"[""Liar Liar (1997)""]","[""Predator (1987)"",""The Mummy (1999)"",""The Terminator (1984)"",""The Rock (1996)""]","[""Armageddon (1998)"",""Stargate (1994)"",""Who Framed Roger Rabbit? (1988)""]"
2,Liar Liar (1997),factual,"[""Finding Nemo (2003)"",""Home Alone (1990)"",""The Truman Show (1998)"",""X2: X-Men United (2003)"",""Stargate (1994)"",""Airplane! (1980)""]","[""Die Hard: With a Vengeance (1995)""]","[""Rain Man (1988)"",""Twister (1996)""]"
2,Face/Off (1997),far-fetched,"[""Seven (a.k.a. Se7en) (1995)"",""Grease (1978)""]","[""Inception (2010)""]","[""Shrek (2001)"",""Beauty and the Beast (1991)"",""Snow White and the Seven Dwarfs (1937)"",""The Little Mermaid (1989)"",""Beetlejuice (1988)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)""]"
2,The Nightmare Before Christmas (1993),feels real,"[""Armageddon (1998)"",""Species (1995)""]","[""The Fifth Element (1997)"",""E.T. the Extra-Terrestrial (1982)"",""Shrek (2001)"",""The Mask (1994)"",""Shrek 2 (2004)""]","[""Top Gun (1986)"",""Con Air (1997)"",""Unbreakable (2000)""]"
2,Ghost (1990),fictionalized,"[""American Pie (1999)"",""Mrs. Doubtfire (1993)"",""Die Hard (1988)"",""Beautiful Mind, A (2001)""]","[""Aliens (1986)"",""Batman (1989)""]","[""X-Men (2000)"",""The Santa Clause (1994)"",""Snow White and the Seven Dwarfs (1937)"",""The Lost World: Jurassic Park (1997)""]"
2,Back to the Future Part II (1989),funny,"[""Inception (2010)"",""Schindler's List (1993)"",""Mission: Impossible II (2000)"",""Rain Man (1988)"",""Total Recall (1990)""]","[""Charlie's Angels (2000)"",""Indiana Jones and the Last Crusade (1989)""]","[""Liar Liar (1997)""]"
2,Armageddon (1998),gory,"[""Willy Wonka & the Chocolate Factory (1971)"",""Pretty Woman (1990)""]","[""Superman (1978)"",""Spider-Man (2002)"",""Batman Forever (1995)"",""RoboCop (1987)""]","[""Kill Bill: Vol. 1 (2003)""]"
2,Enemy of the State (1998),harsh,"[""Chicken Run (2000)"",""Mary Poppins (1964)"",""Back to the Future Part II (1989)"",""Clueless (1995)""]","[""Terminator 2: Judgment Day (1991)"",""Independence Day (a.k.a. ID4) (1996)"",""Starship Troopers (1997)"",""The Game (1997)"",""The Dark Knight (2008)""]","[""Seven (a.k.a. Se7en) (1995)""]"
2,Naked Gun 33 1/3: The Final Insult (1994),heartfelt,,"[""Charlie's Angels (2000)"",""Catch Me If You Can (2002)""]","[""Shrek (2001)"",""Mary Poppins (1964)"",""The Little Mermaid (1989)"",""Twister (1996)"",""Armageddon (1998)""]"
2,Ace Ventura: When Nature Calls (1995),impactful,"[""Chicken Run (2000)""]","[""Indiana Jones and the Temple of Doom (1984)"",""Men in Black (a.k.a. MIB) (1997)"",""The Mask (1994)"",""The Dark Knight (2008)"",""Spider-Man (2002)""]","[""Jurassic Park (1993)"",""The Bourne Identity (2002)"",""Congo (1995)"",""Face/Off (1997)""]"
2,Armageddon (1998),incomprehensible,"[""Shrek 2 (2004)"",""Ace Ventura: Pet Detective (1994)"",""Rain Man (1988)""]","[""The Terminator (1984)"",""Ghost (1990)"",""E.T. the Extra-Terrestrial (1982)""]","[""The Matrix Reloaded (2003)""]"
2,The Lion King (1994),intense,,"[""Toy Story 2 (1999)"",""Grease (1978)"",""Beauty and the Beast (1991)"",""Jerry Maguire (1996)"",""E.T. the Extra-Terrestrial (1982)""]","[""Jurassic Park (1993)"",""The Rock (1996)"",""Ghost (1990)"",""The Net (1995)""]"
2,"Monsters, Inc. (2001)",interesting,"[""Aliens (1986)"",""The Cable Guy (1996)"",""Total Recall (1990)""]","[""Beauty and the Beast (1991)""]","[""Mary Poppins (1964)"",""Jerry Maguire (1996)"",""Seven (a.k.a. Se7en) (1995)""]"
2,Die Hard: With a Vengeance (1995),juvenile humor,"[""Jaws (1975)"",""Seven (a.k.a. Se7en) (1995)""]","[""Rocky (1976)"",""Indiana Jones and the Temple of Doom (1984)""]","[""Ace Ventura: When Nature Calls (1995)"",""Who Framed Roger Rabbit? (1988)"",""Pretty Woman (1990)"",""Forrest Gump (1994)""]"
2,Mars Attacks! (1996),light-hearted,"[""Rocky (1976)"",""Kill Bill: Vol. 2 (2004)"",""Pulp Fiction (1994)"",""Jurassic Park (1993)""]","[""Batman Forever (1995)""]","[""Babe (1995)"",""Harry Potter and the Chamber of Secrets (2002)"",""Jumanji (1995)"",""The Nutty Professor (1996)""]"
2,L.A. Confidential (1997),long,"[""Ace Ventura: When Nature Calls (1995)"",""There's Something About Mary (1998)"",""Predator (1987)""]","[""Batman Begins (2005)"",""Spider-Man 2 (2004)""]","[""Inception (2010)""]"
2,The Santa Clause (1994),mainstream,"[""While You Were Sleeping (1995)"",""The Sound of Music (1965)"",""Forrest Gump (1994)"",""Fight Club (1999)"",""Good Will Hunting (1997)""]","[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""The Nightmare Before Christmas (1993)""]","[""The Lord of the Rings: The Return of the King (2003)"",""Toy Story 2 (1999)"",""Back to the Future Part II (1989)""]"
2,Apollo 13 (1995),make you think,"[""The Cable Guy (1996)"",""Men in Black (a.k.a. MIB) (1997)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)""]",,"[""Unbreakable (2000)"",""Mission: Impossible II (2000)"",""Back to the Future Part II (1989)""]"
2,Home Alone (1990),mindless,"[""Minority Report (2002)"",""Unbreakable (2000)"",""X2: X-Men United (2003)"",""Speed (1994)"",""Broken Arrow (1996)""]","[""Chicken Run (2000)"",""Willy Wonka & the Chocolate Factory (1971)""]","[""Happy Gilmore (1996)"",""Beauty and the Beast (1991)""]"
2,Back to the Future Part II (1989),mushy mushy,"[""Jaws (1975)"",""Seven (a.k.a. Se7en) (1995)"",""American Pie (1999)""]","[""Big (1988)"",""Monsters, Inc. (2001)""]","[""Mrs. Doubtfire (1993)"",""Forrest Gump (1994)"",""Erin Brockovich (2000)"",""Snow White and the Seven Dwarfs (1937)"",""Top Gun (1986)""]"
2,Mary Poppins (1964),original,"[""Rocky (1976)""]","[""Mrs. Doubtfire (1993)"",""Toy Story (1995)""]","[""The Lord of the Rings: The Return of the King (2003)"",""Shrek (2001)"",""The Mask (1994)""]"
2,X-Men (2000),over the top,"[""Willy Wonka & the Chocolate Factory (1971)"",""Edward Scissorhands (1990)""]","[""Batman (1989)"",""Men in Black (a.k.a. MIB) (1997)"",""Predator (1987)"",""Romancing the Stone (1984)""]","[""Terminator 2: Judgment Day (1991)"",""Harry Potter and the Chamber of Secrets (2002)"",""Finding Nemo (2003)"",""Mary Poppins (1964)""]"
2,Willy Wonka & the Chocolate Factory (1971),overrated,"[""The Piano (1993)"",""As Good as It Gets (1997)"",""Gladiator (2000)"",""Species (1995)""]","[""Beetlejuice (1988)""]","[""E.T. the Extra-Terrestrial (1982)"",""Shrek (2001)"",""Ghost (1990)""]"
2,Face/Off (1997),playful,"[""The Green Mile (1999)"",""Pretty Woman (1990)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Ocean's Eleven (2001)"",""Mission: Impossible (1996)"",""The Matrix Reloaded (2003)"",""Die Hard: With a Vengeance (1995)"",""Kill Bill: Vol. 1 (2003)""]",
2,The Mask (1994),pointless,,"[""Honey, I Shrunk the Kids (1989)"",""Last Action Hero (1993)"",""Total Recall (1990)"",""Spider-Man (2002)""]","[""The Green Mile (1999)"",""The Bourne Identity (2002)"",""Beautiful Mind, A (2001)""]"
2,Ace Ventura: Pet Detective (1994),predictable,"[""Harry Potter and the Chamber of Secrets (2002)"",""The Matrix Reloaded (2003)""]","[""Last Action Hero (1993)"",""The Lost World: Jurassic Park (1997)"",""Jumanji (1995)""]","[""Grease (1978)"",""Shrek 2 (2004)""]"
2,Forrest Gump (1994),realistic,"[""Big (1988)"",""Unbreakable (2000)"",""Independence Day (a.k.a. ID4) (1996)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""The Sixth Sense (1999)"",""Ocean's Eleven (2001)"",""Die Hard (1988)""]","[""The Green Mile (1999)""]"
2,Willy Wonka & the Chocolate Factory (1971),romantic,"[""The Sixth Sense (1999)"",""Terminator 2: Judgment Day (1991)"",""Batman Begins (2005)"",""Independence Day (a.k.a. ID4) (1996)"",""X-Men (2000)""]","[""Who Framed Roger Rabbit? (1988)""]","[""It's a Wonderful Life (1946)"",""The Little Mermaid (1989)"",""Spider-Man (2002)"",""Happy Gilmore (1996)""]"
2,Con Air (1997),sappy,"[""Austin Powers: The Spy Who Shagged Me (1999)"",""Beetlejuice (1988)""]","[""Face/Off (1997)""]","[""American Beauty (1999)"",""E.T. the Extra-Terrestrial (1982)"",""The Lion King (1994)""]"
2,Pretty Woman (1990),scary,"[""Toy Story (1995)"",""Mary Poppins (1964)""]","[""The Nutty Professor (1996)"",""Grease (1978)""]","[""The Mummy (1999)"",""Inception (2010)"",""Terminator 2: Judgment Day (1991)"",""Lethal Weapon (1987)"",""Home Alone (1990)""]"
2,The Lion King (1994),serious,"[""The Cable Guy (1996)""]","[""Monsters, Inc. (2001)"",""Aladdin (1992)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]","[""The Game (1997)"",""Rocky (1976)"",""Seven (a.k.a. Se7en) (1995)""]"
2,Ghost (1990),simplistic script,"[""The Sixth Sense (1999)"",""The Lord of the Rings: The Return of the King (2003)"",""Alien (1979)""]","[""The Terminator (1984)"",""GoldenEye (1995)"",""Spider-Man (2002)""]","[""Batman Forever (1995)"",""Home Alone (1990)"",""Speed (1994)""]"
2,GoldenEye (1995),slow-paced,"[""Beetlejuice (1988)"",""Terminator 2: Judgment Day (1991)""]","[""Minority Report (2002)"",""X-Men (2000)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""Unbreakable (2000)"",""The Lost World: Jurassic Park (1997)"",""Chicken Run (2000)""]"
2,Mission: Impossible (1996),tearful,,"[""Indiana Jones and the Last Crusade (1989)"",""The Incredibles (2004)"",""Spider-Man (2002)"",""Desperado (1995)""]","[""It's a Wonderful Life (1946)"",""Finding Nemo (2003)"",""E.T. the Extra-Terrestrial (1982)""]"
2,Starship Troopers (1997),terrifying,"[""The Little Mermaid (1989)"",""Mrs. Doubtfire (1993)"",""Chicken Run (2000)"",""While You Were Sleeping (1995)""]","[""RoboCop (1987)"",""The Rock (1996)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)""]","[""Jaws (1975)""]"
2,Die Hard 2 (1990),tongue and cheek,"[""The Santa Clause (1994)""]","[""Superman (1978)""]","[""Starship Troopers (1997)""]"
2,It's a Wonderful Life (1946),twisty,,"[""Aladdin (1992)"",""Toy Story (1995)""]",
2,Congo (1995),typical,"[""Kill Bill: Vol. 1 (2003)"",""Coneheads (1993)""]","[""The Lord of the Rings: The Return of the King (2003)"",""E.T. the Extra-Terrestrial (1982)"",""Species (1995)"",""Honey, I Shrunk the Kids (1989)""]","[""Speed (1994)"",""The Rock (1996)""]"
2,Independence Day (a.k.a. ID4) (1996),unique story,"[""There's Something About Mary (1998)"",""Desperado (1995)""]","[""The Lost World: Jurassic Park (1997)"",""Speed (1994)""]","[""Braveheart (1995)"",""Good Will Hunting (1997)"",""Cast Away (2000)"",""Back to the Future Part II (1989)""]"
2,GoldenEye (1995),unrealistic,"[""Rain Man (1988)"",""Schindler's List (1993)""]","[""Die Hard: With a Vengeance (1995)""]","[""Predator (1987)"",""The Lost World: Jurassic Park (1997)"",""Jurassic Park (1993)"",""Back to the Future Part II (1989)"",""Spider-Man (2002)"",""The Lord of the Rings: The Two Towers (2002)"",""Beetlejuice (1988)""]"
2,Judge Dredd (1995),violent,"[""Home Alone (1990)"",""Jumanji (1995)"",""Back to the Future Part II (1989)""]","[""Spider-Man (2002)"",""Mission: Impossible (1996)""]","[""Seven (a.k.a. Se7en) (1995)"",""Gladiator (2000)"",""Total Recall (1990)""]"
2,The Cable Guy (1996),well directed,,"[""The Lord of the Rings: The Return of the King (2003)"",""X-Men (2000)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Demolition Man (1993)"",""Bug's Life, A (1998)"",""Aladdin (1992)""]","[""Cast Away (2000)"",""Home Alone (1990)"",""Who Framed Roger Rabbit? (1988)"",""The Lion King (1994)""]"
3,GoldenEye (1995),action filled,"[""Good Will Hunting (1997)"",""Star Wars: Episode VI - Return of the Jedi (1983)"",""Who Framed Roger Rabbit? (1988)"",""Big (1988)""]","[""The Incredibles (2004)"",""Spider-Man (2002)"",""The Bourne Identity (2002)""]","[""Goodfellas (1990)"",""Die Hard 2 (1990)"",""V for Vendetta (2006)""]"
3,The Matrix Reloaded (2003),animated,,"[""Beautiful Mind, A (2001)"",""Armageddon (1998)"",""Home Alone (1990)"",""The Silence of the Lambs (1991)"",""Titanic (1997)"",""The Godfather (1972)"",""Mary Poppins (1964)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)""]","[""The Sound of Music (1965)"",""Finding Nemo (2003)""]"
3,Top Gun (1986),artsy,"[""Scream (1996)"",""Addams Family Values (1993)"",""Willy Wonka & the Chocolate Factory (1971)""]","[""Good Will Hunting (1997)"",""GoldenEye (1995)""]","[""Shrek 2 (2004)"",""Toy Story (1995)"",""Aladdin (1992)"",""The Lost World: Jurassic Park (1997)"",""The Lord of the Rings: The Return of the King (2003)""]"
3,Charlie's Angels (2000),believable,"[""The Mummy (1999)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)""]","[""The Terminator (1984)"",""The Sixth Sense (1999)"",""Ocean's Eleven (2001)"",""The Big Lebowski (1998)"",""Star Wars: Episode I - The Phantom Menace (1999)""]","[""The Breakfast Club (1985)"",""The Godfather (1972)"",""Forrest Gump (1994)""]"
3,The Godfather (1972),big budget,"[""Beetlejuice (1988)"",""Scream (1996)"",""The Cable Guy (1996)"",""Eternal Sunshine of the Spotless Mind (2004)"",""Chicken Run (2000)"",""Austin Powers: International Man of Mystery (1997)"",""Airplane! (1980)""]","[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Aliens (1986)"",""Alien (1979)""]",
3,Total Recall (1990),bizarre,"[""Ace Ventura: When Nature Calls (1995)""]","[""Back to the Future (1985)"",""Being John Malkovich (1999)"",""Batman (1989)"",""The Nutty Professor (1996)""]","[""The Mask (1994)"",""The Lord of the Rings: The Return of the King (2003)"",""Inception (2010)"",""The Nightmare Before Christmas (1993)"",""Kill Bill: Vol. 1 (2003)""]"
3,Jurassic Park (1993),boring,"[""The Dark Knight (2008)"",""Eternal Sunshine of the Spotless Mind (2004)""]","[""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""V for Vendetta (2006)"",""The Cable Guy (1996)"",""Jaws (1975)""]","[""Who Framed Roger Rabbit? (1988)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Unbreakable (2000)"",""E.T. the Extra-Terrestrial (1982)""]"
3,Home Alone (1990),budget,"[""Star Wars: Episode VI - Return of the Jedi (1983)""]","[""There's Something About Mary (1998)"",""The Mask (1994)"",""The Santa Clause (1994)"",""Kill Bill: Vol. 2 (2004)""]","[""Jurassic Park (1993)"",""Charlie's Angels (2000)"",""Aladdin (1992)"",""The Little Mermaid (1989)"",""Finding Nemo (2003)""]"
3,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),cartoonish,"[""Eternal Sunshine of the Spotless Mind (2004)"",""Addams Family Values (1993)"",""Scream (1996)""]","[""Star Wars: Episode I - The Phantom Menace (1999)"",""American Pie (1999)"",""Spider-Man (2002)"",""Gattaca (1997)""]","[""Coneheads (1993)"",""Toy Story (1995)"",""Monsters, Inc. (2001)""]"
3,Office Space (1999),cheesy,"[""The Godfather (1972)"",""Independence Day (a.k.a. ID4) (1996)"",""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Jumanji (1995)"",""Jurassic Park (1993)"",""The Matrix Reloaded (2003)""]","[""Back to the Future Part III (1990)""]","[""Happy Gilmore (1996)"",""Who Framed Roger Rabbit? (1988)"",""Mary Poppins (1964)""]"
3,Willy Wonka & the Chocolate Factory (1971),complicated,"[""Die Hard 2 (1990)"",""The Sound of Music (1965)"",""Chicken Run (2000)"",""Finding Nemo (2003)""]","[""Alien (1979)"",""Back to the Future (1985)"",""Gattaca (1997)"",""Starship Troopers (1997)""]","[""Pulp Fiction (1994)"",""Indiana Jones and the Temple of Doom (1984)""]"
3,The Lost World: Jurassic Park (1997),confusing,"[""Mary Poppins (1964)"",""The Breakfast Club (1985)"",""There's Something About Mary (1998)"",""Clerks (1994)""]","[""Batman Forever (1995)"",""Batman (1989)""]","[""Independence Day (a.k.a. ID4) (1996)"",""E.T. the Extra-Terrestrial (1982)"",""The Terminator (1984)"",""The Sixth Sense (1999)""]"
3,Dumb & Dumber (Dumb and Dumber) (1994),crazy gore,"[""Airplane! (1980)""]","[""Jumanji (1995)"",""Harry Potter and the Chamber of Secrets (2002)"",""The Matrix Reloaded (2003)"",""GoldenEye (1995)"",""Star Wars: Episode V - The Empire Strikes Back (1980)""]","[""Terminator 2: Judgment Day (1991)"",""The Silence of the Lambs (1991)"",""The Lord of the Rings: The Two Towers (2002)"",""Jaws (1975)""]"
3,Fight Club (1999),dense,"[""Forrest Gump (1994)"",""The Princess Bride (1987)"",""Ace Ventura: When Nature Calls (1995)"",""The Mask (1994)"",""The Terminator (1984)"",""Judge Dredd (1995)""]","[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Beautiful Mind, A (2001)"",""RoboCop (1987)"",""Armageddon (1998)""]",
3,Star Wars: Episode V - The Empire Strikes Back (1980),documentary style,"[""Mars Attacks! (1996)"",""Dumb & Dumber (Dumb and Dumber) (1994)""]","[""The Incredibles (2004)"",""Titanic (1997)"",""Bug's Life, A (1998)"",""Star Wars: Episode VI - Return of the Jedi (1983)""]","[""Forrest Gump (1994)"",""Austin Powers: International Man of Mystery (1997)"",""Spider-Man 2 (2004)"",""The Lion King (1994)""]"
3,Robin Hood: Men in Tights (1993),dramatic,"[""Chicken Run (2000)"",""Jerry Maguire (1996)"",""Mary Poppins (1964)""]","[""Dumb & Dumber (Dumb and Dumber) (1994)"",""Grease (1978)"",""The Incredibles (2004)"",""Mission: Impossible (1996)""]","[""Requiem for a Dream (2000)"",""To Kill a Mockingbird (1962)"",""Beautiful Mind, A (2001)""]"
3,Babe (1995),dynamic,,"[""Toy Story (1995)"",""Back to the Future Part III (1990)"",""The Little Mermaid (1989)""]","[""Addams Family Values (1993)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Star Wars: Episode IV - A New Hope (1977)"",""Good Will Hunting (1997)"",""Rocky (1976)"",""The Matrix Reloaded (2003)"",""Monsters, Inc. (2001)""]"
3,Apollo 13 (1995),entertaining,"[""Addams Family Values (1993)""]","[""What's Eating Gilbert Grape (1993)"",""To Kill a Mockingbird (1962)"",""The Nightmare Before Christmas (1993)"",""Indiana Jones and the Last Crusade (1989)"",""Spider-Man (2002)""]","[""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""X-Men (2000)"",""The Mask (1994)"",""Requiem for a Dream (2000)""]"
